Symbol,Security,GICS Sector,GICS Sub-Industry,Headquarters Location,Date added,CIK,Founded,link,wiki_link
PPG,PPG Industries,Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania",1957-03-04,79879,1883,/wiki/PPG_Industries,https://en.wikipedia.org/wiki/PPG_Industries
PPL,PPL Corporation,Utilities,Electric Utilities,"Allentown, Pennsylvania",2001-10-01,922224,1920,/wiki/PPL_Corporation,https://en.wikipedia.org/wiki/PPL_Corporation
PFG,Principal Financial Group,Financials,Life & Health Insurance,"Des Moines, Iowa",2002-07-22,1126328,1879,/wiki/Principal_Financial_Group,https://en.wikipedia.org/wiki/Principal_Financial_Group
PG,Procter & Gamble,Consumer Staples,Personal Care Products,"Cincinnati, Ohio",1957-03-04,80424,1837,/wiki/Procter_%26_Gamble,https://en.wikipedia.org/wiki/Procter_%26_Gamble
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio",1997-08-04,80661,1937,/wiki/Progressive_Corporation,https://en.wikipedia.org/wiki/Progressive_Corporation
PLD,Prologis,Real Estate,Industrial REITs,"San Francisco, California",2003-07-17,1045609,1983,/wiki/Prologis,https://en.wikipedia.org/wiki/Prologis
PRU,Prudential Financial,Financials,Life & Health Insurance,"Newark, New Jersey",2002-07-22,1137774,1875,/wiki/Prudential_Financial,https://en.wikipedia.org/wiki/Prudential_Financial
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,"Newark, New Jersey",1957-03-04,788784,1903,/wiki/Public_Service_Enterprise_Group,https://en.wikipedia.org/wiki/Public_Service_Enterprise_Group
PTC,PTC,Information Technology,Application Software,"Boston, Massachusetts",2021-04-20,857005,1985,/wiki/PTC_(software_company),https://en.wikipedia.org/wiki/PTC_(software_company)
PSA,Public Storage,Real Estate,Self-Storage REITs,"Glendale, California",2005-08-19,1393311,1972,/wiki/Public_Storage,https://en.wikipedia.org/wiki/Public_Storage
PHM,PulteGroup,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",1984-04-30,822416,1956,/wiki/PulteGroup,https://en.wikipedia.org/wiki/PulteGroup
QRVO,Qorvo,Information Technology,Semiconductors,"Greensboro, North Carolina",2015-06-11,1604778,2015,/wiki/Qorvo,https://en.wikipedia.org/wiki/Qorvo
PWR,Quanta Services,Industrials,Construction & Engineering,"Houston, Texas",2009-07-01,1050915,1997,/wiki/Quanta_Services,https://en.wikipedia.org/wiki/Quanta_Services
QCOM,Qualcomm,Information Technology,Semiconductors,"San Diego, California",1999-07-22,804328,1985,/wiki/Qualcomm,https://en.wikipedia.org/wiki/Qualcomm
DGX,Quest Diagnostics,Health Care,Health Care Services,"Secaucus, New Jersey",2002-12-12,1022079,1967,/wiki/Quest_Diagnostics,https://en.wikipedia.org/wiki/Quest_Diagnostics
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",2007-02-02,1037038,1967,/wiki/Ralph_Lauren_Corporation,https://en.wikipedia.org/wiki/Ralph_Lauren_Corporation
RJF,Raymond James,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida",2017-03-20,720005,1962,/wiki/Raymond_James,https://en.wikipedia.org/wiki/Raymond_James
RTX,RTX Corporation,Industrials,Aerospace & Defense,"Waltham, Massachusetts",1957-03-04,101829,1922,/wiki/RTX_Corporation,https://en.wikipedia.org/wiki/RTX_Corporation
O,Realty Income,Real Estate,Retail REITs,"San Diego, California",2015-04-07,726728,1969,/wiki/Realty_Income,https://en.wikipedia.org/wiki/Realty_Income
REG,Regency Centers,Real Estate,Retail REITs,"Jacksonville, Florida",2017-03-02,910606,1963,/wiki/Regency_Centers,https://en.wikipedia.org/wiki/Regency_Centers
REGN,Regeneron,Health Care,Biotechnology,"Tarrytown, New York",2013-05-01,872589,1988,/wiki/Regeneron,https://en.wikipedia.org/wiki/Regeneron
RF,Regions Financial Corporation,Financials,Regional Banks,"Birmingham, Alabama",1998-08-28,1281761,1971,/wiki/Regions_Financial_Corporation,https://en.wikipedia.org/wiki/Regions_Financial_Corporation
RSG,Republic Services,Industrials,Environmental & Facilities Services,"Phoenix, Arizona",2008-12-05,1060391,1998 (1981),/wiki/Republic_Services,https://en.wikipedia.org/wiki/Republic_Services
RMD,ResMed,Health Care,Health Care Equipment,"San Diego, California",2017-07-26,943819,1989,/wiki/ResMed,https://en.wikipedia.org/wiki/ResMed
RVTY,Revvity,Health Care,Health Care Equipment,"Waltham, Massachusetts",1985-05-31,31791,1937,/wiki/Revvity,https://en.wikipedia.org/wiki/Revvity
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin",2000-03-12,1024478,1903,/wiki/Rockwell_Automation,https://en.wikipedia.org/wiki/Rockwell_Automation
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,"Atlanta, Georgia",2018-10-01,84839,1948,"/wiki/Rollins,_Inc.","https://en.wikipedia.org/wiki/Rollins,_Inc."
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,"Sarasota, Florida",2009-12-23,882835,1981,/wiki/Roper_Technologies,https://en.wikipedia.org/wiki/Roper_Technologies
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,"Dublin, California",2009-12-21,745732,1982,/wiki/Ross_Stores,https://en.wikipedia.org/wiki/Ross_Stores
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",2014-12-05,884887,1997,/wiki/Royal_Caribbean_Group,https://en.wikipedia.org/wiki/Royal_Caribbean_Group
SPGI,S&P Global,Financials,Financial Exchanges & Data,"New York City, New York",1957-03-04,64040,1917,/wiki/S%26P_Global,https://en.wikipedia.org/wiki/S%26P_Global
CRM,Salesforce,Information Technology,Application Software,"San Francisco, California",2008-09-15,1108524,1999,/wiki/Salesforce,https://en.wikipedia.org/wiki/Salesforce
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,"Boca Raton, Florida",2017-09-01,1034054,1989,/wiki/SBA_Communications,https://en.wikipedia.org/wiki/SBA_Communications
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,"Houston, Texas",1957-03-04,87347,1926,/wiki/Schlumberger,https://en.wikipedia.org/wiki/Schlumberger
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",2012-07-02,1137789,1979,/wiki/Seagate_Technology,https://en.wikipedia.org/wiki/Seagate_Technology
SRE,Sempra,Utilities,Multi-Utilities,"San Diego, California",2017-03-17,1032208,1998,/wiki/Sempra,https://en.wikipedia.org/wiki/Sempra
NOW,ServiceNow,Information Technology,Systems Software,"Santa Clara, California",2019-11-21,1373715,2003,/wiki/ServiceNow,https://en.wikipedia.org/wiki/ServiceNow
SHW,Sherwin-Williams,Materials,Specialty Chemicals,"Cleveland, Ohio",1964-06-30,89800,1866,/wiki/Sherwin-Williams,https://en.wikipedia.org/wiki/Sherwin-Williams
SPG,Simon Property Group,Real Estate,Retail REITs,"Indianapolis, Indiana",2002-06-26,1063761,2003,/wiki/Simon_Property_Group,https://en.wikipedia.org/wiki/Simon_Property_Group
SWKS,Skyworks Solutions,Information Technology,Semiconductors,"Irvine, California",2015-03-12,4127,2002,/wiki/Skyworks_Solutions,https://en.wikipedia.org/wiki/Skyworks_Solutions
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",2008-11-06,91419,1897,/wiki/The_J.M._Smucker_Company,https://en.wikipedia.org/wiki/The_J.M._Smucker_Company
SW,Smurfit WestRock,Materials,Paper & Plastic Packaging Products & Materials,"Dublin, Ireland",2024-07-08,2005951,1934,/wiki/Smurfit_WestRock,https://en.wikipedia.org/wiki/Smurfit_WestRock
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,"Kenosha, Wisconsin",1982-09-30,91440,1920,/wiki/Snap-on,https://en.wikipedia.org/wiki/Snap-on
SOLV,Solventum,Health Care,Health Care Technology,"Saint Paul, Minnesota",2024-04-01,1964738,2023,/wiki/Solventum,https://en.wikipedia.org/wiki/Solventum
SO,Southern Company,Utilities,Electric Utilities,"Atlanta, Georgia",1957-03-04,92122,1945,/wiki/Southern_Company,https://en.wikipedia.org/wiki/Southern_Company
LUV,Southwest Airlines,Industrials,Passenger Airlines,"Dallas, Texas",1994-07-01,92380,1967,/wiki/Southwest_Airlines,https://en.wikipedia.org/wiki/Southwest_Airlines
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,"New Britain, Connecticut",1982-09-30,93556,1843,/wiki/Stanley_Black_%26_Decker,https://en.wikipedia.org/wiki/Stanley_Black_%26_Decker
SBUX,Starbucks,Consumer Discretionary,Restaurants,"Seattle, Washington",2000-06-07,829224,1971,/wiki/Starbucks,https://en.wikipedia.org/wiki/Starbucks
STT,State Street Corporation,Financials,Asset Management & Custody Banks,"Boston, Massachusetts",2003-03-14,93751,1792,/wiki/State_Street_Corporation,https://en.wikipedia.org/wiki/State_Street_Corporation
STLD,Steel Dynamics,Materials,Steel,"Fort Wayne, Indiana",2022-12-22,1022671,1993,/wiki/Steel_Dynamics,https://en.wikipedia.org/wiki/Steel_Dynamics
STE,Steris,Health Care,Health Care Equipment,"Dublin, Ireland",2019-12-23,1757898,1985,/wiki/Steris,https://en.wikipedia.org/wiki/Steris
SYK,Stryker Corporation,Health Care,Health Care Equipment,"Kalamazoo, Michigan",2000-12-12,310764,1941,/wiki/Stryker_Corporation,https://en.wikipedia.org/wiki/Stryker_Corporation
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",2024-03-18,1375365,1993,/wiki/Supermicro,https://en.wikipedia.org/wiki/Supermicro
SYF,Synchrony Financial,Financials,Consumer Finance,"Stamford, Connecticut",2015-11-18,1601712,2003,/wiki/Synchrony_Financial,https://en.wikipedia.org/wiki/Synchrony_Financial
SNPS,Synopsys,Information Technology,Application Software,"Sunnyvale, California",2017-03-16,883241,1986,/wiki/Synopsys,https://en.wikipedia.org/wiki/Synopsys
SYY,Sysco,Consumer Staples,Food Distributors,"Houston, Texas",1986-12-31,96021,1969,/wiki/Sysco,https://en.wikipedia.org/wiki/Sysco
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington",2019-07-15,1283699,1994,/wiki/T-Mobile_US,https://en.wikipedia.org/wiki/T-Mobile_US
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,"Baltimore, Maryland",2019-07-29,1113169,1937,/wiki/T._Rowe_Price,https://en.wikipedia.org/wiki/T._Rowe_Price
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,"New York City, New York",2018-03-19,946581,1993,/wiki/Take-Two_Interactive,https://en.wikipedia.org/wiki/Take-Two_Interactive
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",2004-09-01,1116132,2017,"/wiki/Tapestry,_Inc.","https://en.wikipedia.org/wiki/Tapestry,_Inc."
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",2022-10-12,1389170,2005,/wiki/Targa_Resources,https://en.wikipedia.org/wiki/Targa_Resources
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,"Minneapolis, Minnesota",1976-12-31,27419,1902,/wiki/Target_Corporation,https://en.wikipedia.org/wiki/Target_Corporation
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,"Schaffhausen, Switzerland",2011-10-17,1385157,2007,/wiki/TE_Connectivity,https://en.wikipedia.org/wiki/TE_Connectivity
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,"Thousand Oaks, California",2020-06-22,1094285,1960,/wiki/Teledyne_Technologies,https://en.wikipedia.org/wiki/Teledyne_Technologies
TFX,Teleflex,Health Care,Health Care Equipment,"Wayne, Pennsylvania",2019-01-18,96943,1943,/wiki/Teleflex,https://en.wikipedia.org/wiki/Teleflex
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,"North Reading, Massachusetts",2020-09-21,97210,1960,/wiki/Teradyne,https://en.wikipedia.org/wiki/Teradyne
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,"Austin, Texas",2020-12-21,1318605,2003,"/wiki/Tesla,_Inc.","https://en.wikipedia.org/wiki/Tesla,_Inc."
TXN,Texas Instruments,Information Technology,Semiconductors,"Dallas, Texas",2001-03-12,97476,1930,/wiki/Texas_Instruments,https://en.wikipedia.org/wiki/Texas_Instruments
TXT,Textron,Industrials,Aerospace & Defense,"Providence, Rhode Island",1978-12-31,217346,1923,/wiki/Textron,https://en.wikipedia.org/wiki/Textron
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts",2004-08-03,97745,2006 (1902),/wiki/Thermo_Fisher_Scientific,https://en.wikipedia.org/wiki/Thermo_Fisher_Scientific
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",1985-09-30,109198,1987,/wiki/TJX_Companies,https://en.wikipedia.org/wiki/TJX_Companies
TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,"Brentwood, Tennessee",2014-01-24,916365,1938,/wiki/Tractor_Supply,https://en.wikipedia.org/wiki/Tractor_Supply
TT,Trane Technologies,Industrials,Building Products,"Dublin, Ireland",2010-11-17,1466258,1871,/wiki/Trane_Technologies,https://en.wikipedia.org/wiki/Trane_Technologies
TDG,TransDigm Group,Industrials,Aerospace & Defense,"Cleveland, Ohio",2016-06-03,1260221,1993,/wiki/TransDigm_Group,https://en.wikipedia.org/wiki/TransDigm_Group
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,"New York City, New York",2002-08-21,86312,1853,/wiki/The_Travelers_Companies,https://en.wikipedia.org/wiki/The_Travelers_Companies
TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,"Westminster, Colorado",2021-01-21,864749,1978,/wiki/Trimble_Inc.,https://en.wikipedia.org/wiki/Trimble_Inc.
TFC,Truist,Financials,Regional Banks,"Charlotte, North Carolina",1997-12-04,92230,1872,/wiki/Truist_Financial,https://en.wikipedia.org/wiki/Truist_Financial
TYL,Tyler Technologies,Information Technology,Application Software,"Plano, Texas",2020-06-22,860731,1966,/wiki/Tyler_Technologies,https://en.wikipedia.org/wiki/Tyler_Technologies
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",2005-08-10,100493,1935,/wiki/Tyson_Foods,https://en.wikipedia.org/wiki/Tyson_Foods
USB,U.S. Bank,Financials,Diversified Banks,"Minneapolis, Minnesota",1999-11-01,36104,1968,/wiki/U.S._Bank,https://en.wikipedia.org/wiki/U.S._Bank
UBER,Uber,Industrials,Passenger Ground Transportation,"San Francisco, California",2023-12-18,1543151,2009,/wiki/Uber,https://en.wikipedia.org/wiki/Uber
UDR,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,"Highlands Ranch, Colorado",2016-03-07,74208,1972,"/wiki/UDR,_Inc.","https://en.wikipedia.org/wiki/UDR,_Inc."
ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,"Bolingbrook, Illinois",2016-04-18,1403568,1990,/wiki/Ulta_Beauty,https://en.wikipedia.org/wiki/Ulta_Beauty
UNP,Union Pacific Corporation,Industrials,Rail Transportation,"Omaha, Nebraska",1957-03-04,100885,1862,/wiki/Union_Pacific_Corporation,https://en.wikipedia.org/wiki/Union_Pacific_Corporation
UAL,United Airlines Holdings,Industrials,Passenger Airlines,"Chicago, Illinois",2015-09-03,100517,1967,/wiki/United_Airlines_Holdings,https://en.wikipedia.org/wiki/United_Airlines_Holdings
UPS,United Parcel Service,Industrials,Air Freight & Logistics,"Sandy Springs, Georgia",2002-07-22,1090727,1907,/wiki/United_Parcel_Service,https://en.wikipedia.org/wiki/United_Parcel_Service
URI,United Rentals,Industrials,Trading Companies & Distributors,"Stamford, Connecticut",2014-09-20,1067701,1997,/wiki/United_Rentals,https://en.wikipedia.org/wiki/United_Rentals
UNH,UnitedHealth Group,Health Care,Managed Health Care,"Minnetonka, Minnesota",1994-07-01,731766,1977,/wiki/UnitedHealth_Group,https://en.wikipedia.org/wiki/UnitedHealth_Group
UHS,Universal Health Services,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",2014-09-20,352915,1979,/wiki/Universal_Health_Services,https://en.wikipedia.org/wiki/Universal_Health_Services
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas",2002-12-20,1035002,1980,/wiki/Valero_Energy,https://en.wikipedia.org/wiki/Valero_Energy
VTR,Ventas,Real Estate,Health Care REITs,"Chicago, Illinois",2009-03-04,740260,1998,/wiki/Ventas_(company),https://en.wikipedia.org/wiki/Ventas_(company)
VLTO,Veralto,Industrials,Environmental & Facilities Services,"Waltham, Massachusetts",2023-10-02,1967680,2023,/wiki/Veralto,https://en.wikipedia.org/wiki/Veralto
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,"Dulles, Virginia",2006-02-01,1014473,1995,/wiki/Verisign,https://en.wikipedia.org/wiki/Verisign
VRSK,Verisk,Industrials,Research & Consulting Services,"Jersey City, New Jersey",2015-10-08,1442145,1971,/wiki/Verisk,https://en.wikipedia.org/wiki/Verisk
VZ,Verizon,Communication Services,Integrated Telecommunication Services,"New York City, New York",1983-11-30,732712,1983 (1877),/wiki/Verizon,https://en.wikipedia.org/wiki/Verizon
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,"Boston, Massachusetts",2013-09-23,875320,1989,/wiki/Vertex_Pharmaceuticals,https://en.wikipedia.org/wiki/Vertex_Pharmaceuticals
VTRS,Viatris,Health Care,Pharmaceuticals,"Pittsburgh, Pennsylvania",2004-04-23,1792044,1961,/wiki/Viatris,https://en.wikipedia.org/wiki/Viatris
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,"New York City, New York",2022-06-08,1705696,2017,/wiki/Vici_Properties,https://en.wikipedia.org/wiki/Vici_Properties
V,Visa Inc.,Financials,Transaction & Payment Processing Services,"San Francisco, California",2009-12-21,1403161,1958,/wiki/Visa_Inc.,https://en.wikipedia.org/wiki/Visa_Inc.
VST,Vistra,Utilities,Electric Utilities,"Irving, Texas",2024-05-08,1692819,2016,/wiki/Vistra_Corp,https://en.wikipedia.org/wiki/Vistra_Corp
VMC,Vulcan Materials Company,Materials,Construction Materials,"Birmingham, Alabama",1999-06-30,1396009,1909,/wiki/Vulcan_Materials_Company,https://en.wikipedia.org/wiki/Vulcan_Materials_Company
WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,"Greenwich, Connecticut",2019-12-05,11544,1967,/wiki/W._R._Berkley_Corporation,https://en.wikipedia.org/wiki/W._R._Berkley_Corporation
GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,"Lake Forest, Illinois",1981-06-30,277135,1927,/wiki/W._W._Grainger,https://en.wikipedia.org/wiki/W._W._Grainger
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,"Pittsburgh, Pennsylvania",2019-02-27,943452,1999 (1869),/wiki/Wabtec,https://en.wikipedia.org/wiki/Wabtec
WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,"Deerfield, Illinois",1979-12-31,1618921,2014,/wiki/Walgreens_Boots_Alliance,https://en.wikipedia.org/wiki/Walgreens_Boots_Alliance
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,"Bentonville, Arkansas",1982-08-31,104169,1962,/wiki/Walmart,https://en.wikipedia.org/wiki/Walmart
DIS,Walt Disney Company (The),Communication Services,Movies & Entertainment,"Burbank, California",1976-06-30,1744489,1923,/wiki/The_Walt_Disney_Company,https://en.wikipedia.org/wiki/The_Walt_Disney_Company
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,"New York City, New York",2022-04-11,1437107,2022 (Warner Bros. 1923),/wiki/Warner_Bros._Discovery,https://en.wikipedia.org/wiki/Warner_Bros._Discovery
WM,Waste Management,Industrials,Environmental & Facilities Services,"Houston, Texas",1998-08-31,823768,1968,/wiki/Waste_Management_(corporation),https://en.wikipedia.org/wiki/Waste_Management_(corporation)
WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,"Milford, Massachusetts",2002-01-02,1000697,1958,/wiki/Waters_Corporation,https://en.wikipedia.org/wiki/Waters_Corporation
WEC,WEC Energy Group,Utilities,Electric Utilities,"Milwaukee, Wisconsin",2008-10-31,783325,1896,/wiki/WEC_Energy_Group,https://en.wikipedia.org/wiki/WEC_Energy_Group
WFC,Wells Fargo,Financials,Diversified Banks,"San Francisco, California",1976-06-30,72971,1852,/wiki/Wells_Fargo,https://en.wikipedia.org/wiki/Wells_Fargo
WELL,Welltower,Real Estate,Health Care REITs,"Toledo, Ohio",2009-01-30,766704,1970,/wiki/Welltower,https://en.wikipedia.org/wiki/Welltower
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,"Exton, Pennsylvania",2020-05-22,105770,1923,/wiki/West_Pharmaceutical_Services,https://en.wikipedia.org/wiki/West_Pharmaceutical_Services
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",2009-07-01,106040,1970,/wiki/Western_Digital,https://en.wikipedia.org/wiki/Western_Digital
WY,Weyerhaeuser,Real Estate,Timber REITs,"Seattle, Washington",1979-10-01,106535,1900,/wiki/Weyerhaeuser,https://en.wikipedia.org/wiki/Weyerhaeuser
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",1975-03-31,107263,1908,/wiki/Williams_Companies,https://en.wikipedia.org/wiki/Williams_Companies
WTW,Willis Towers Watson,Financials,Insurance Brokers,"London, United Kingdom",2016-01-05,1140536,2016,/wiki/Willis_Towers_Watson,https://en.wikipedia.org/wiki/Willis_Towers_Watson
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",2008-11-14,1174922,2002,/wiki/Wynn_Resorts,https://en.wikipedia.org/wiki/Wynn_Resorts
XEL,Xcel Energy,Utilities,Multi-Utilities,"Minneapolis, Minnesota",1957-03-04,72903,1909,/wiki/Xcel_Energy,https://en.wikipedia.org/wiki/Xcel_Energy
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,"White Plains, New York",2011-11-01,1524472,2011,/wiki/Xylem_Inc.,https://en.wikipedia.org/wiki/Xylem_Inc.
YUM,Yum! Brands,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061,1997,/wiki/Yum!_Brands,https://en.wikipedia.org/wiki/Yum!_Brands
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois",2019-12-23,877212,1969,/wiki/Zebra_Technologies,https://en.wikipedia.org/wiki/Zebra_Technologies
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,"Warsaw, Indiana",2001-08-07,1136869,1927,/wiki/Zimmer_Biomet,https://en.wikipedia.org/wiki/Zimmer_Biomet
ZTS,Zoetis,Health Care,Pharmaceuticals,"Parsippany, New Jersey",2013-06-21,1555280,1952,/wiki/Zoetis,https://en.wikipedia.org/wiki/Zoetis
